"zone","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3_os","s1q4","s1q5","s1q6","s1q7_day","s1q7_month","s1q7_year","s1q8","s1q9","s1q10","s1q11a","s1q11b","s1q11c","s1q11d","s1q12","s1q13","s1q13b","s1q13c","s1q13c_os","s1q14","s1q15","s1q16m","s1q16y","s1q17","s1q18","s1q18b","s1q19","s1q20","s1q21","s1q22","s1q23","s1q24","s1q25","s1q26","s1q27","s1q28","s1q29","s1q30m","s1q30y","s1q31","s1q32a","s1q32b","s1q32c","s1q32d","s1q34"
3,3610,2,1826,360058,3,2,3,,1,,17,22,12,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360058,4,2,3,,1,,13,9,6,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360058,5,1,3,,1,,15,26,2,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360058,6,2,3,,1,,8,19,7,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360058,7,1,3,,1,,3,10,2,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360058,8,2,3,,1,,1,2,10,2014,7,,,,,,,,,,,,2,,10,2014,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3610,2,1826,360058,9,2,3,,1,,1,8,4,2014,7,,,,,,,,,,,,2,,4,2014,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3610,2,1826,360059,1,1,1,,1,,46,2,6,1969,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,2,2,2,,1,,33,6,9,1982,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,3,2,3,,1,,13,9,7,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,4,1,3,,1,,10,17,7,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,5,1,3,,1,,29,29,9,1985,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,6,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,2014,,,,,,
3,3610,2,1826,360059,7,1,3,,1,,13,2,5,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,8,1,3,,1,,10,3,3,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,9,2,3,,1,,8,8,7,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,10,1,3,,1,,5,21,9,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360059,11,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,2014,,,,,,
3,3610,2,1826,360059,12,2,3,,1,,3,2,2,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,1,1,1,,1,,46,,,1969,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,2,2,2,,1,,36,,,1979,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,3,2,3,,1,,17,,,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,4,1,3,,1,,14,,,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,5,1,3,,1,,12,,,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,6,2,3,,1,,10,18,3,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,7,1,3,,1,,8,25,1,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,8,1,3,,1,,6,3,4,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,9,1,3,,1,,3,8,2,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3610,2,1826,360060,10,2,3,,1,,2,18,6,2013,7,,,,,,,,,,,,2,,6,2013,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3610,2,1826,360060,11,2,3,,1,,1,22,4,2014,7,,,,,,,,,,,,2,,4,2014,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3601,2,1214,360061,1,1,1,,1,,48,14,8,1967,2,1,2,1996,2001,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,2,2,2,,1,,34,22,3,1981,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,3,1,3,,1,,16,6,12,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,4,2,2,,1,,29,18,7,1986,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,5,2,3,,1,,12,27,1,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,6,1,3,,1,,10,4,10,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,7,1,3,,1,,10,11,5,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,8,1,3,,1,,6,9,7,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,9,2,3,,1,,5,25,2,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,10,2,3,,1,,2,13,1,2013,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360061,11,1,3,,1,,0,30,1,2015,7,,,,,,,,,,,,2,,1,2015,1,2,,1,1,,,,1,4,,,,,,,,,,,,
3,3601,2,1214,360061,12,1,3,,1,,0,13,5,2015,7,,,,,,,,,,,,2,,5,2015,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3601,2,1214,360062,1,1,1,,1,,54,,4,1961,2,1,2,1990,2011,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360062,2,2,2,,1,,43,,8,1972,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360062,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2013,1,"ANKA",3601,"ZAMFARA",36,
3,3601,2,1214,360062,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,2014,1,"MARU",3610,"ZAMFARA",36,
3,3601,2,1214,360062,5,2,3,,1,,16,23,12,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360062,6,2,2,,1,,32,2,2,1983,2,2,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360062,7,2,3,,1,,1,11,2,2014,7,,,,,,,,,,,,2,,2,2014,1,2,,1,1,,,,1,6,,,,,,,,,,,,
3,3601,2,1214,360062,8,2,3,,1,,1,18,8,2014,7,,,,,,,,,,,,2,,8,2014,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3601,2,1214,360063,1,1,1,,1,,46,9,9,1968,2,1,2,1991,2002,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,2,2,2,,1,,35,2,5,1980,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2014,1,"ANKA",3601,"ZAMFARA",36,
3,3601,2,1214,360063,4,2,3,,1,,21,16,5,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,5,1,3,,1,,19,17,2,1996,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,6,1,3,,1,,16,20,4,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,7,1,3,,1,,13,21,6,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,8,1,3,,1,,10,7,7,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,9,2,2,,1,,28,6,7,1987,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,10,1,3,,1,,12,1,2,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,11,2,3,,1,,9,26,2,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360063,12,2,3,,1,,3,22,4,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,1,1,1,,1,,58,,,1957,2,1,2,1990,1997,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,2,2,2,,1,,43,,,1972,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,3,1,3,,1,,23,,,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,4,1,3,,1,,18,,,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,5,2,2,,1,,38,,,1977,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,6,1,3,,1,,18,,,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,7,1,3,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,8,2,3,,1,,9,,,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,9,1,3,,1,,7,15,3,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360064,10,1,3,,1,,5,3,6,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,1,1,1,,1,,55,,,1960,2,1,2,1982,1999,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,2,2,2,,1,,46,,,1969,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,3,1,3,,1,,20,,,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,4,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2013,1,"ANKA LGA",3601,"ZAMFARA",36,
3,3601,2,1214,360065,5,1,3,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,6,1,3,,1,,11,,,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,7,1,3,,1,,8,,,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,8,2,3,,1,,6,16,2,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,9,2,2,,1,,34,,,1981,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,10,1,3,,1,,10,,,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,11,1,3,,1,,7,25,6,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360065,12,2,3,,1,,5,10,9,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,1,1,1,,1,,48,22,7,1967,2,1,2,1999,2008,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,2,2,2,,1,,41,17,2,1974,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,2014,1,"BIRNIN MAGAJI",3603,"ZAMFARA",36,
3,3601,2,1214,360066,4,2,3,,1,,14,10,6,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,5,2,3,,1,,12,19,3,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,6,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2015,1,"KAURA NAMODA",3608,"ZAMFARA",36,
3,3601,2,1214,360066,7,2,3,,1,,6,16,4,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,8,1,3,,1,,10,9,7,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360066,9,2,2,,1,,30,3,9,1985,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,1,1,1,,1,,50,17,4,1965,2,1,2,1979,2007,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,2,2,2,,1,,35,20,7,1980,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,3,2,3,,1,,17,7,6,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,4,2,3,,1,,13,26,5,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,5,1,3,,1,,9,19,2,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,6,1,3,,1,,7,4,4,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,7,2,2,,1,,28,2,5,1987,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,8,2,3,,1,,6,12,8,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,9,2,3,,1,,4,2,6,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,10,2,3,,1,,4,8,5,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360067,11,1,3,,1,,2,18,6,2013,7,,,,,,,,,,,,2,,6,2013,1,2,,1,1,,,,1,7,,,,,,,,,,,,
3,3601,2,1214,360067,12,1,3,,1,,0,15,7,2015,7,,,,,,,,,,,,2,,7,2015,1,2,,1,1,,,,1,7,,,,,,,,,,,,
3,3601,2,1214,360068,1,1,1,,1,,41,,3,1974,2,1,2,2000,2014,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,2,2,2,,1,,30,,7,1985,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,3,2,3,,1,,13,8,10,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,4,2,3,,1,,11,13,8,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,5,1,3,,1,,9,5,5,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,6,1,3,,1,,7,21,9,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,7,1,3,,1,,5,11,11,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360068,8,1,3,,1,,2,2,7,2013,7,,,,,,,,,,,,2,,7,2013,1,2,,1,1,,0,1,1,2,,,,,,,,,,,,
3,3601,2,1214,360068,9,2,2,,1,,20,8,5,1995,2,2,,,,,,1,1,2,,,2,,5,2014,3,2,,2,,1,0,1,2,,1,0,3,,,,,,,,,
3,3601,2,1214,360069,1,1,1,,1,,50,15,2,1965,2,1,3,1995,1997,2012,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,2,2,2,,1,,35,9,9,1980,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,3,1,3,,1,,18,22,3,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,4,2,3,,1,,16,17,3,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,5,1,3,,1,,13,5,5,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,6,2,2,,1,,33,19,2,1982,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,7,1,3,,1,,17,28,4,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,8,2,3,,1,,14,7,9,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,9,2,3,,1,,11,10,10,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,10,2,2,,1,,24,21,9,1990,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,11,1,3,,1,,8,9,7,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360069,12,2,3,,1,,2,14,7,2013,7,,,,,,,,,,,,2,,7,2015,1,2,,1,1,,,,1,10,,,,,,,,,,,,
3,3601,2,1214,360070,1,1,1,,1,,48,,,1967,2,1,3,1996,2003,2006,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,2,2,2,,1,,35,,,1980,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,3,1,3,,1,,18,,,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,4,1,3,,1,,16,,,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,5,2,2,,1,,30,,,1985,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,6,2,2,,1,,28,,,1987,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,7,1,3,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,8,1,3,,1,,11,17,4,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,9,2,3,,1,,8,20,2,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,10,1,3,,1,,6,16,7,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,11,1,3,,1,,2,27,6,2013,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3601,2,1214,360070,12,1,3,,1,,0,17,7,2015,7,,,,,,,,,,,,2,,7,2015,1,2,,1,1,,,,1,6,,,,,,,,,,,,
3,3612,1,1474,360071,1,1,1,,1,,65,15,5,1950,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360071,2,2,2,,1,,47,30,8,1968,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360071,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,2013,1,"TALATA MAFARA",3612,"ZAMFARA",36,
3,3612,1,1474,360071,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,2015,1,"TALATA MAFARA",3612,"ZAMFARA",36,
3,3612,1,1474,360071,5,1,3,,1,,20,19,9,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360071,6,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,2015,1,"TALATA MAFARA",3612,"ZAMFARA",36,
3,3612,1,1474,360071,7,2,3,,1,,13,2,10,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360071,8,1,3,,1,,0,13,6,2015,7,,,,,,,,,,,,2,,6,2015,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3612,1,1474,360072,1,1,1,,1,,34,10,7,1981,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360072,2,2,2,,1,,23,26,1,1992,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360072,3,1,3,,1,,3,13,3,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360073,1,1,1,,1,,34,1,8,1981,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360073,2,2,2,,1,,25,20,3,1990,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360073,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,2012,,,,,,
3,3612,1,1474,360073,4,1,3,,1,,1,2,6,2014,7,,,,,,,,,,,,2,,6,2014,1,2,,1,1,,,,1,2,,,,,,,,,,,,
3,3612,1,1474,360074,1,1,1,,1,,70,,,1945,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360074,2,2,2,,1,,59,,5,1956,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360075,1,1,1,,1,,77,,,1938,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360075,2,2,2,,1,,50,,,1965,1,,,,,,,1,1,1,2,,2,,9,2013,3,2,,2,,2,51,1,2,,2,51,14,,,,,,,,,
3,3612,1,1474,360076,1,1,1,,1,,68,,,1947,2,1,2,1977,1992,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,2,2,2,,1,,58,,,1957,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,2012,1,"TALATA MAFARA",3612,"ZAMFARA",36,
3,3612,1,1474,360076,4,1,3,,1,,28,,,1987,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,5,1,3,,1,,18,,,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,6,1,3,,1,,16,,,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,7,2,2,,1,,41,,,1974,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,8,1,3,,1,,3,10,8,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360076,9,1,3,,1,,3,3,2,2012,7,,,,,,,,,,,,2,,2,2012,1,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,1,1,1,,1,,43,,,1972,2,1,2,1994,2011,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,2,2,2,,1,,39,,,1976,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,3,1,3,,1,,18,12,6,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,4,2,3,,1,,16,7,3,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,5,1,3,,1,,12,21,7,2003,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,6,2,3,,1,,10,17,1,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,7,2,3,,1,,8,29,3,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,8,2,3,,1,,6,20,2,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,9,2,2,,1,,30,,,1985,2,2,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,10,2,3,,1,,8,13,6,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,11,1,3,,1,,6,23,7,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360077,12,2,3,,1,,4,28,2,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360078,1,1,1,,1,,29,19,6,1986,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360078,2,2,2,,1,,23,8,8,1992,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360078,3,1,11,,1,,88,5,10,1927,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360078,4,1,3,,1,,3,15,11,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,3612,1,1474,360078,5,1,3,,1,,1,16,9,2014,7,,,,,,,,,,,,2,,9,2014,2,2,,1,1,,,,1,2,,,,,,,,,,,,
